page_num,table_index,table_row_index,classification,col_count,col_count_flag,col_00,col_01,col_02,col_03,col_04,col_05,col_06,col_00_raw_repr
8,0,16,ACCEPTED,7,OK,24-252,ITT,Roof Replacement - Agricultural Hall (Deas Island Regional Park) & Karr Mercer Barn (Derby Reach Regional Park),21-Aug-24,Bollman Roofing & Sheet Metal Ltd.,NA,No,'24-252'
8,0,17,ACCEPTED,7,OK,24-252,ITT,Roof Replacement - Agricultural Hall (Deas Island Regional Park) & Karr Mercer Barn (Derby Reach Regional Park),21-Aug-24,Cambie Roofing Contractors Ltd.,NA,No,'24-252'
8,0,19,ACCEPTED,7,OK,24-114,ITT,Crescent Beach Pump Station Discharge Pipe Replacement Temporary Bypass,23-Aug-24,NCS Fluid Handling Systems Inc.,NA,No,'24-114'
8,0,20,ACCEPTED,7,OK,24-114,ITT,Crescent Beach Pump Station Discharge Pipe Replacement Temporary Bypass,23-Aug-24,"United Rental of Canada, Inc.",NA,No,'24-114'
8,0,22,ACCEPTED,7,OK,24-079,RFP,Consulting Engineering Services for Lulu Island Wastewater Treatment Plant (LIWWTP) Gravity Thickener Redundancy,26-Aug-24,CDM Smith Canada ULC,NA,No,'24-079'
8,0,23,ACCEPTED,7,OK,24-079,RFP,Consulting Engineering Services for Lulu Island Wastewater Treatment Plant (LIWWTP) Gravity Thickener Redundancy,26-Aug-24,AtkinsRéalis Canada Inc.,NA,No,'24-079'
8,0,25,ACCEPTED,7,OK,23-116,RFP,Consulting Engineering Services for the Cambie-Richmond Water Supply Tunnel - Fraser River Crossing,28-Aug-24,Delve Underground Canada Corp. ULC,NA,No,'23-116'
8,0,26,ACCEPTED,7,OK,23-116,RFP,Consulting Engineering Services for the Cambie-Richmond Water Supply Tunnel - Fraser River Crossing,28-Aug-24,Hatch Ltd.,NA,No,'23-116'
8,0,31,ACCEPTED,7,OK,23-132,ITT,Installation of Central Park Main No. 2 – Phase 2A: Macpherson Ave to Griffiths Ave. (Early Works),5-Sep-24,B&B Contracting (2012) Ltd.,NA,No,'23-132'
8,0,32,ACCEPTED,7,OK,23-132,ITT,Installation of Central Park Main No. 2 – Phase 2A: Macpherson Ave to Griffiths Ave. (Early Works),5-Sep-24,Michels Canada Co.,NA,No,'23-132'
8,0,34,ACCEPTED,7,OK,23-132,ITT,Installation of Central Park Main No. 2 – Phase 2A: Macpherson Ave to Griffiths Ave.,25-Oct-24,B&B Contracting (2012) Ltd.,NA,No,'23-132'
8,0,35,ACCEPTED,7,OK,23-132,ITT,Installation of Central Park Main No. 2 – Phase 2A: Macpherson Ave to Griffiths Ave.,25-Oct-24,Michels Canada Co.,NA,No,'23-132'
8,0,39,ACCEPTED,7,OK,23-341,RFP,Stanley Park Water Supply Tunnel Project – South Shaft and Bypass Piping Fabrication and Supply,16-Sep-24,Ideal Welders Ltd.,NA,No,'23-341'
9,0,3,ACCEPTED,7,OK,24-188,RFP,External Audit Services,19-Sep-24,BDO Canada LLP,NA,No,'24-188'
9,0,7,ACCEPTED,7,OK,24-205,RFP,Site Support Services for the Cleveland Dam Drum Gate Seal Replacement,23-Sep-24,Mitchell Installations Ltd.,NA,No,'24-205'
9,0,9,ACCEPTED,7,OK,24-315,RFP,"Water Services and Liquid Waste Services Facility Criticality & Risk Framework, Phase 2",25-Sep-24,GHD Ltd.,NA,No,'24-315'
9,0,11,ACCEPTED,7,OK,23-346,RFP,Stanley Park Water Supply Tunnel,26-Sep-24,Kiewit Construction Services ULC,NA,No,'23-346'
9,0,12,ACCEPTED,7,OK,23-346,RFP,Stanley Park Water Supply Tunnel,26-Sep-24,Southland Mole of Canada,NA,No,'23-346'
9,0,13,ACCEPTED,7,OK,23-346,RFP,Stanley Park Water Supply Tunnel,26-Sep-24,AECON,NA,No,'23-346'
9,0,14,ACCEPTED,7,OK,23-346,RFP,Stanley Park Water Supply Tunnel,26-Sep-24,Flatiron Constructors Canada Ltd.,NA,No,'23-346'
9,0,17,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,Tetra Tech Canada Inc.,NA,No,'24-044'
9,0,18,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,Worley Canada Services Ltd.,NA,No,'24-044'
9,0,19,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,CIMA Canada Inc.,NA,No,'24-044'
9,0,20,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,Astra Zeidan Inc.,NA,No,'24-044'
9,0,21,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,Sacre‐Davey Engineering,NA,No,'24-044'
9,0,22,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,AtkinsRéalis Canada Inc.,NA,No,'24-044'
9,0,23,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,Carollo Engineers Canada Ltd.,NA,No,'24-044'
9,0,24,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,GHD Ltd.,NA,No,'24-044'
9,0,25,ACCEPTED,7,OK,24-044,RFP,Consulting Engineering Services for Renewable Natural Gas Facility at Iona Island WWTP,2-Oct-24,Brown & Caldwell,NA,No,'24-044'
9,0,27,ACCEPTED,7,OK,24-120,RFP,Walnut Shell Blasting of Boiler Tubes,2-Oct-24,Quantam Industrial Solutions Inc.,NA,No,'24-120'
9,0,29,ACCEPTED,7,OK,24-230,ITT,Montrose Main No. 2 Construction,2-Oct-24,BD Hall Constructors,NA,No,'24-230'
9,0,30,ACCEPTED,7,OK,24-230,ITT,Montrose Main No. 2 Construction,2-Oct-24,Michels Canada Co.,NA,No,'24-230'
9,0,31,ACCEPTED,7,OK,24-230,ITT,Montrose Main No. 2 Construction,2-Oct-24,JJM Constructors Ltd.,NA,No,'24-230'
9,0,33,ACCEPTED,7,OK,24-153,RFP,Architect and Design Services for Affordable Housing Project - Riverside Drive,4-Oct-24,Ryder Architecture (Canada) Inc.,NA,No,'24-153'
9,0,34,ACCEPTED,7,OK,24-153,RFP,Architect and Design Services for Affordable Housing Project - Riverside Drive,4-Oct-24,"Perkins Eastman Architects Canada, Ltd",NA,No,'24-153'
9,0,35,ACCEPTED,7,OK,24-153,RFP,Architect and Design Services for Affordable Housing Project - Riverside Drive,4-Oct-24,NSDA Architects,NA,No,'24-153'
9,0,36,ACCEPTED,7,OK,24-153,RFP,Architect and Design Services for Affordable Housing Project - Riverside Drive,4-Oct-24,Carscadden Stokes McDonald Architects,Inc. NA,No,'24-153'
9,0,37,ACCEPTED,7,OK,24-153,RFP,Architect and Design Services for Affordable Housing Project - Riverside Drive,4-Oct-24,Aplin & Martin Consultants Ltd.,NA,No,'24-153'
10,0,1,ACCEPTED,7,OK,24-361,ITT,Tynehead Regional Park – Gerow Barn Roof Replacement,7-Oct-24,Flynn Canada Ltd.,NA,No,'24-361'
10,0,9,ACCEPTED,7,OK,23-197,RFP,Warehousing and Inventory Management Consulting Services,10-Oct-24,LIDD Consultants Inc.,NA,No,'23-197'
10,0,10,ACCEPTED,7,OK,23-197,RFP,Warehousing and Inventory Management Consulting Services,10-Oct-24,Deloitte LLP,NA,No,'23-197'
10,0,11,ACCEPTED,7,OK,23-197,RFP,Warehousing and Inventory Management Consulting Services,10-Oct-24,Slalom Consulting ULC,NA,No,'23-197'
10,0,12,ACCEPTED,7,OK,23-197,RFP,Warehousing and Inventory Management Consulting Services,10-Oct-24,Trillium Advisory Group ULC,NA,No,'23-197'
10,0,14,ACCEPTED,7,OK,24-193,RFP,Operation and Maintenance of The Metro Vancouver Waste-to-Energy Facility,11-Oct-24,NAES Corp.,NA,No,'24-193'
10,0,18,ACCEPTED,7,OK,23-408,ITT,Lulu Island Wastewater Treatment Plant Generator Building Process I/O Migration,15-Oct-24,Ross Morrison Electrical Ltd.,NA,No,'23-408'
10,0,19,ACCEPTED,7,OK,23-408,ITT,Lulu Island Wastewater Treatment Plant Generator Building Process I/O Migration,15-Oct-24,Gifford Electric Ltd.,NA,No,'23-408'
10,0,23,ACCEPTED,7,OK,23-309,RFP,Consulting Engineering Services - Annacis Island WWTP Chemistry Lab Expansion (Phase A),18-Oct-24,WSP Canada Inc.,NA,No,'23-309'
10,0,25,ACCEPTED,7,OK,24-419,ITT,Roof Replacement of Burvilla House - Deas Island Regional Park,21-Oct-24,Bollman Roofing & Sheet Metal Ltd.,NA,No,'24-419'
10,0,29,ACCEPTED,7,OK,24-277,RFP,Burwell Lake and Palisade Lake Debris Booms Preliminary Design,24-Oct-24,AtkinsRéalis Canada Inc.,NA,No,'24-277'
10,0,30,ACCEPTED,7,OK,24-277,RFP,Burwell Lake and Palisade Lake Debris Booms Preliminary Design,24-Oct-24,Geniglace Inc.,NA,No,'24-277'
10,0,31,ACCEPTED,7,OK,24-277,RFP,Burwell Lake and Palisade Lake Debris Booms Preliminary Design,24-Oct-24,KGS Group,NA,No,'24-277'
10,0,32,ACCEPTED,7,OK,24-277,RFP,Burwell Lake and Palisade Lake Debris Booms Preliminary Design,24-Oct-24,Klohn Crippen Berger Ltd.,NA,No,'24-277'
10,0,33,ACCEPTED,7,OK,24-277,RFP,Burwell Lake and Palisade Lake Debris Booms Preliminary Design,24-Oct-24,WSP Canada Inc.,NA,No,'24-277'
10,0,35,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Adrian Brown Group Inc.,NA,No,'24-273'
10,0,36,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Believeco:Partners Ltd.,NA,No,'24-273'
10,0,37,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Bright Future Studio Ltd.,NA,No,'24-273'
10,0,38,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Carleton University,NA,No,'24-273'
11,0,1,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Crestview Strategy Inc.,NA,No,'24-273'
11,0,2,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,GHD Ltd.,NA,No,'24-273'
11,0,3,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Global Public Affairs,NA,No,'24-273'
11,0,4,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Imvelo,NA,No,'24-273'
11,0,5,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Lucent Quay Consulting Inc.,NA,No,'24-273'
11,0,6,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Navigator Ltd.,NA,No,'24-273'
11,0,7,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Prism Engineering Ltd.,NA,No,'24-273'
11,0,8,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Spur Communications Inc.,NA,No,'24-273'
11,0,9,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Urban Systems Ltd.,NA,No,'24-273'
11,0,10,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,WeUsThem Inc.,NA,No,'24-273'
11,0,11,ACCEPTED,7,OK,24-273,RFP,Develop a Comprehensive Communications Strategy Framework to Support Metro Vancouver’s Climate 2050 Strategic Framework,24-Oct-24,Yulu Public Relations,NA,No,'24-273'
11,0,15,ACCEPTED,7,OK,24-141,RFP,Campbell Valley McLean Pond Dam Stability,28-Oct-24,Ecora Engineering & Resources Group Lt,d. NA,No,'24-141'
11,0,16,ACCEPTED,7,OK,24-141,RFP,Campbell Valley McLean Pond Dam Stability,28-Oct-24,Stantec Consulting Ltd.,NA,No,'24-141'
11,0,17,ACCEPTED,7,OK,24-141,RFP,Campbell Valley McLean Pond Dam Stability,28-Oct-24,Hatch Ltd.,NA,No,'24-141'
11,0,18,ACCEPTED,7,OK,24-141,RFP,Campbell Valley McLean Pond Dam Stability,28-Oct-24,Tetra Tech Canada Inc.,NA,No,'24-141'
11,0,19,ACCEPTED,7,OK,24-141,RFP,Campbell Valley McLean Pond Dam Stability,28-Oct-24,GHD Ltd.,NA,No,'24-141'
11,0,20,ACCEPTED,7,OK,24-141,RFP,Campbell Valley McLean Pond Dam Stability,28-Oct-24,Klohn Crippen Berger Ltd.,NA,No,'24-141'
11,0,25,ACCEPTED,7,OK,24-180,RFP-MA,Real Estate Advisory & Brokerage Services,1-Nov-24,Marcus & Millichap REIS Canada Inc.,NA,No,'24-180'
11,0,26,ACCEPTED,7,OK,24-180,RFP-MA,Real Estate Advisory & Brokerage Services,1-Nov-24,"Jones Lang LaSalle Real Estate Services,",Inc. NA,No,'24-180'
11,0,27,ACCEPTED,7,OK,24-180,RFP-MA,Real Estate Advisory & Brokerage Services,1-Nov-24,Ernst & Young LLP,NA,No,'24-180'
11,0,28,ACCEPTED,7,OK,24-180,RFP-MA,Real Estate Advisory & Brokerage Services,1-Nov-24,CBRE Ltd.,NA,No,'24-180'
11,0,29,ACCEPTED,7,OK,24-180,RFP-MA,Real Estate Advisory & Brokerage Services,1-Nov-24,Colliers Macaulay Nicolls Inc.,NA,No,'24-180'
11,0,33,ACCEPTED,7,OK,24-471,ITQ,"Widgeon Marsh Regional Park, Quarry Road Paving",1-Nov-24,Palmieri Bros Paving Ltd.,NA,No,'24-471'
11,0,34,ACCEPTED,7,OK,24-471,ITQ,"Widgeon Marsh Regional Park, Quarry Road Paving",1-Nov-24,Custom Blacktop Co.,NA,No,'24-471'
11,0,37,ACCEPTED,7,OK,24-170,ITT,Evergreen Parkade Ceiling Insulation Replacement,1-Nov-24,Peak Insulation Ltd.,NA,No,'24-170'
11,0,38,ACCEPTED,7,OK,24-170,ITT,Evergreen Parkade Ceiling Insulation Replacement,1-Nov-24,Ener-Spray Pacific Ltd.,NA,No,'24-170'
11,0,39,ACCEPTED,7,OK,24-170,ITT,Evergreen Parkade Ceiling Insulation Replacement,1-Nov-24,Geer Contracting Ltd.,NA,No,'24-170'
12,0,3,ACCEPTED,7,OK,24-047,RFP,Stanley Park Water Supply Tunnel - Environmental Auditor Services,4-Nov-24,EMM Consulting Pty Ltd.,NA,No,'24-047'
12,0,4,ACCEPTED,7,OK,24-047,RFP,Stanley Park Water Supply Tunnel - Environmental Auditor Services,4-Nov-24,Zoetica Wildlife Research Services Inc.,NA,No,'24-047'
12,0,5,ACCEPTED,7,OK,24-047,RFP,Stanley Park Water Supply Tunnel - Environmental Auditor Services,4-Nov-24,Inlailawatash Limited Partnership,NA,No,'24-047'
12,0,6,ACCEPTED,7,OK,24-047,RFP,Stanley Park Water Supply Tunnel - Environmental Auditor Services,4-Nov-24,Roe Environmental Inc.,NA,No,'24-047'
12,0,7,ACCEPTED,7,OK,24-047,RFP,Stanley Park Water Supply Tunnel - Environmental Auditor Services,4-Nov-24,Hatfield Consultants LLP,NA,No,'24-047'
12,0,8,ACCEPTED,7,OK,24-047,RFP,Stanley Park Water Supply Tunnel - Environmental Auditor Services,4-Nov-24,AtkinsRéalis Canada Inc.,NA,No,'24-047'
12,0,10,ACCEPTED,7,OK,24-251,RFP,Lynn Creek Bridge Crossing and Entrance Area at Lynn Headwaters Regional Park - Phase 1,6-Nov-24,Stantec Consulting Ltd.,NA,No,'24-251'
12,0,11,ACCEPTED,7,OK,24-251,RFP,Lynn Creek Bridge Crossing and Entrance Area at Lynn Headwaters Regional Park - Phase 1,6-Nov-24,Parsons Inc.,NA,No,'24-251'
12,0,12,ACCEPTED,7,OK,24-251,RFP,Lynn Creek Bridge Crossing and Entrance Area at Lynn Headwaters Regional Park - Phase 1,6-Nov-24,AECOM Canada Ltd.,NA,No,'24-251'
12,0,13,ACCEPTED,7,OK,24-251,RFP,Lynn Creek Bridge Crossing and Entrance Area at Lynn Headwaters Regional Park - Phase 1,6-Nov-24,Associated Engineering (B.C.) Ltd.,NA,No,'24-251'
12,0,15,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,Angus Reid Group Inc.,NA,No,'24-409'
12,0,16,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,Deloitte LLP,NA,No,'24-409'
12,0,17,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,Environics Research Group Ltd.,NA,No,'24-409'
12,0,18,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,HumanSystems Inc.,NA,No,'24-409'
12,0,19,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,MNP LLP,NA,No,'24-409'
12,0,20,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,SoIuZone Consulting Inc.,NA,No,'24-409'
12,0,21,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,Spur Communications Inc.,NA,No,'24-409'
12,0,22,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,WeUsThem Inc.,NA,No,'24-409'
12,0,23,ACCEPTED,7,OK,24-409,RFP,Who is Here? – Audience Research,7-Nov-24,Adrian Brown Group Inc.,NA,No,'24-409'
12,0,26,ACCEPTED,7,OK,24-004,RFP,Reduction of Emissions from In-Service Medium and Heavy Duty Vehicles in British Columbia,14-Nov-24,Cascadia Strategy Consulting Partners L,td. NA,No,'24-004'
12,0,27,ACCEPTED,7,OK,24-004,RFP,Reduction of Emissions from In-Service Medium and Heavy Duty Vehicles in British Columbia,14-Nov-24,Deloitte LLP,NA,No,'24-004'
12,0,28,ACCEPTED,7,OK,24-004,RFP,Reduction of Emissions from In-Service Medium and Heavy Duty Vehicles in British Columbia,14-Nov-24,MNP LLP,NA,No,'24-004'
12,0,30,ACCEPTED,7,OK,23-404,RFP,Supply and Delivery of Standby Diesel Generators for Iona Island Wastewater Treatmnet Plant,18-Nov-24,Simson-Maxwell Ltd.,NA,No,'23-404'
12,0,31,ACCEPTED,7,OK,23-404,RFP,Supply and Delivery of Standby Diesel Generators for Iona Island Wastewater Treatmnet Plant,18-Nov-24,Prima Power Systems,NA,No,'23-404'
12,0,32,ACCEPTED,7,OK,23-404,RFP,Supply and Delivery of Standby Diesel Generators for Iona Island Wastewater Treatmnet Plant,18-Nov-24,GAL Power Systems,NA,No,'23-404'
12,0,38,ACCEPTED,7,OK,24-117,RFP-MA,Process Safety Management Consulting Services,18-Nov-24,AECOM Canada Ltd.,NA,No,'24-117'
12,0,39,ACCEPTED,7,OK,24-117,RFP-MA,Process Safety Management Consulting Services,18-Nov-24,Astra Zeidan Inc.,NA,No,'24-117'
13,0,1,ACCEPTED,7,OK,24-117,RFP-MA,Process Safety Management Consulting Services,18-Nov-24,Allnorth Consultants Ltd.,NA,No,'24-117'
13,0,2,ACCEPTED,7,OK,24-117,RFP-MA,Process Safety Management Consulting Services,18-Nov-24,WSP Canada Inc.,NA,No,'24-117'
13,0,10,ACCEPTED,7,OK,24-403,RFP,Condition Assessments for Kersland Pump Station and Little Mountain Pump Station,19-Nov-24,Ausenco Engineering Canada Inc.,NA,No,'24-403'
13,0,13,ACCEPTED,7,OK,24-074,RFP,Consulting Services for the Assessment of Facility Management Services Coquitlam Lake Water Supply Projects – Program Management and,21-Nov-24,Roth IAMS Ltd.,NA,No,'24-074'
13,0,15,ACCEPTED,7,OK,24-006B,RFP,Consulting Engineering Services. Component 2(B) : Program Management aCnodq uCiotlnasmu lLtiankge EWngaitneere Sruinpgp Slye Prvriocjeesc tfso r– C Porqougritalamm M Maaniang Nemo.e 4n Pt raonjde ct,21-Nov-24,Carollo Engineers Canada Ltd.,NA,No,'24-006B'
13,0,17,ACCEPTED,7,OK,24-006A,RFP,Consulting Engineering Services. Component 1 (A): Program Management Services and Consulting Engineering Services for the Treatment Pilot Testing,27-Nov-24,Carollo Engineers Canada Ltd.,NA,No,'24-006A'
13,0,19,ACCEPTED,7,OK,23-065,RFP,Supply and Installation of Jervis PS Backup Power Facility and Associated Work,22-Nov-24,North America Construction (1993) Ltd.,NA,No,'23-065'
13,0,20,ACCEPTED,7,OK,23-065,RFP,Supply and Installation of Jervis PS Backup Power Facility and Associated Work,22-Nov-24,Regehr Contracting Ltd.,NA,No,'23-065'
13,0,22,ACCEPTED,7,OK,24-449,RFP,Seymour Falls Dam Rockfill Trench Piezometer Installation,27-Nov-24,Blue Max Drilling Inc.,NA,No,'24-449'
13,0,31,ACCEPTED,7,OK,24-450,RFP,Wildfire Risk and Forest Health Management,2-Dec-24,B.A Blackwell & Associates Ltd.,NA,No,'24-450'
13,0,33,ACCEPTED,7,OK,24-085,RFP,Supply and Delivery of a Boiler for the Lulu Island WWTP Effluent Heat Recove,ry an3d-D Beocil-e2r4 Proj,eEcmtona Sales Ltd.,NA,No,'24-085'
13,0,36,ACCEPTED,7,OK,23-252,RFP,Supply and Delivery of Industrial Compressed Gases - Liquid Oxygen and Carbon Dioxide,9-Dec-24,Air Liquide Canada,NA,No,'23-252'
13,0,38,ACCEPTED,7,OK,24-262,RFP,Reducing Emissions from Low-Rise Buildings,9-Dec-24,6893449 Canada Inc.,NA,No,'24-262'
13,0,39,ACCEPTED,7,OK,24-262,RFP,Reducing Emissions from Low-Rise Buildings,9-Dec-24,Licker Geospatial Consulting Co.,NA,No,'24-262'
14,0,1,ACCEPTED,7,OK,24-262,RFP,Reducing Emissions from Low-Rise Buildings,9-Dec-24,MCW Consultants Ltd.,NA,No,'24-262'
14,0,2,ACCEPTED,7,OK,24-262,RFP,Reducing Emissions from Low-Rise Buildings,9-Dec-24,RDH Building Science Inc.,NA,No,'24-262'
14,0,4,ACCEPTED,7,OK,24-497,ITQ,IIWWTP SE Lagoon Dewatering,10-Dec-24,Canadian Dewatering Fluid Management System,NA,No,'24-497'
14,0,5,ACCEPTED,7,OK,24-497,ITQ,IIWWTP SE Lagoon Dewatering,10-Dec-24,American Process Group (Canada) Ltd.,NA,No,'24-497'
14,0,6,ACCEPTED,7,OK,24-497,ITQ,IIWWTP SE Lagoon Dewatering,10-Dec-24,Concord Excavating & Contracting Ltd.,NA,No,'24-497'
14,0,8,ACCEPTED,7,OK,24-183,RFP,Developing Mesoscale Prognostic Meteorological Data for Use in Air Quality Modelling,17-Dec-24,Ramboll Canada Inc.,NA,No,'24-183'
14,0,9,ACCEPTED,7,OK,24-183,RFP,Developing Mesoscale Prognostic Meteorological Data for Use in Air Quality Modelling,17-Dec-24,Lakes Environment Consultants Inc.,NA,No,'24-183'
14,0,11,ACCEPTED,7,OK,24-264,ITT,Building Remedial Work - Tivoli Gardens,17-Dec-24,Signia Construction Ltd.,NA,No,'24-264'
14,0,12,ACCEPTED,7,OK,24-264,ITT,Building Remedial Work - Tivoli Gardens,17-Dec-24,New City Contracting Ltd.,NA,No,'24-264'
14,0,13,ACCEPTED,7,OK,24-264,ITT,Building Remedial Work - Tivoli Gardens,17-Dec-24,RJS Construction Ltd.,NA,No,'24-264'
14,0,16,ACCEPTED,7,OK,24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects - Early Works,19-Dec-24,Uptime Industrial,NA,No,'24-097'
14,0,17,ACCEPTED,7,OK,24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects - Early Works,19-Dec-24,Vanguard Power Ltd.,NA,No,'24-097'
14,0,18,ACCEPTED,7,OK,24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects - Early Works,19-Dec-24,Arbutus West Agency Ltd.,NA,No,'24-097'
14,0,19,ACCEPTED,7,OK,24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects - Early Works,19-Dec-24,Finning Canada,NA,No,'24-097'
14,0,20,ACCEPTED,7,OK,24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects - Early Works,19-Dec-24,Tundra Process Solutions Ltd.,NA,No,'24-097'
14,0,22,ACCEPTED,7,OK,24-384,ITT,Construcion Services for Primary Odour Control Biofilter Media Replacement,19-Dec-24,Rsavage Contracting,NA,No,'24-384'
