vendor_name_key,vendor_name,variant_count,vendor_name_display,merge_confidence,merge_notes,variants_pipe
gfl environmental services,['GFL Environmental Services Inc.'],1,,,,GFL Environmental Services Inc.
your talent consultancy healthcare,['YOUR TALENT CONSULTANCY HEALTHCARE'],1,,,,YOUR TALENT CONSULTANCY HEALTHCARE
grant architecture interior design,['Grant Architecture Interior Design'],1,,,,Grant Architecture Interior Design
possibil com,['Possibil.com'],1,,,,Possibil.com
spur communications,['Spur Communications Inc.'],1,,,,Spur Communications Inc.
timberline,['Timberline'],1,,,,Timberline
hilite truck,['Hilite Truck'],1,,,,Hilite Truck
project talent acquisition group,['Project Talent Acquisition Group Inc.'],1,,,,Project Talent Acquisition Group Inc.
ic infrastructure,['ic Infrastructure Corporation'],1,,,,ic Infrastructure Corporation
asho services,['ASHO Services Inc.'],1,,,,ASHO Services Inc.
quantam industrial solutions,['Quantam Industrial Solutions Inc.'],1,,,,Quantam Industrial Solutions Inc.
stone olafson,['Stone-Olafson'],1,,,,Stone-Olafson
irc building sciences group,['IRC Building Sciences Group Inc.'],1,,,,IRC Building Sciences Group Inc.
watt consulting group,['Watt Consulting Group'],1,,,,Watt Consulting Group
jewel holdings,['Jewel Holdings Ltd.'],1,,,,Jewel Holdings Ltd.
recycling council of british columbia,['Recycling Council of British Columbia'],1,,,,Recycling Council of British Columbia
92social,['92Social'],1,,,,92Social
andritz separation technologies,['ANDRITZ SEPARATION TECHNOLOGIES INC.'],1,,,,ANDRITZ SEPARATION TECHNOLOGIES INC.
aecom,['AECOM'],1,,,,AECOM
revay and associates,['Revay and Associates Ltd.'],1,,,,Revay and Associates Ltd.
alumasafway,"['ALUMASAFWAY, INC']",1,,,,"ALUMASAFWAY, INC"
veolia north america,['VEOLIA NORTH AMERICA'],1,,,,VEOLIA NORTH AMERICA
arrow transportation systems,['Arrow Transportation Systems Inc.'],1,,,,Arrow Transportation Systems Inc.
licker geospatial consulting,['Licker Geospatial Consulting Co.'],1,,,,Licker Geospatial Consulting Co.
ba blackwell associates,['B.A Blackwell & Associates Ltd.'],1,,,,B.A Blackwell & Associates Ltd.
biomaxx wastewater solutions nl,['BioMaxx WasteWater Solutions (NL) Inc.'],1,,,,BioMaxx WasteWater Solutions (NL) Inc.
rwdi air,['RWDI AIR Inc'],1,,,,RWDI AIR Inc
memar value strategies,['MEMAR Value Strategies Inc.'],1,,,,MEMAR Value Strategies Inc.
united civil,['United Civil'],1,,,,United Civil
cb process instrumentation controls,['CB Process Instrumentation & Controls'],1,,,,CB Process Instrumentation & Controls
save on black top,['Save on Black Top Ltd.'],1,,,,Save on Black Top Ltd.
mri software,['MRI SOFTWARE LLC'],1,,,,MRI SOFTWARE LLC
universal traffic control,['Universal Traffic Control'],1,,,,Universal Traffic Control
corwest fabrications,['CORWEST FABRICATIONS LTD.'],1,,,,CORWEST FABRICATIONS LTD.
nextec,['Nextec Inc.'],1,,,,Nextec Inc.
delta north geomatics,['Delta North Geomatics'],1,,,,Delta North Geomatics
west coast building restoration,['WEST COAST BUILDING RESTORATION INC.'],1,,,,WEST COAST BUILDING RESTORATION INC.
e mathers bulldozing,['E. Mathers Bulldozing Co Ltd'],1,,,,E. Mathers Bulldozing Co Ltd
opentext,['OpenText Corporation'],1,,,,OpenText Corporation
encompass solutions group,['enCompass Solutions Group'],1,,,,enCompass Solutions Group
abell pest control,['Abell Pest Control'],1,,,,Abell Pest Control
finning canada,['Finning Canada'],1,,,,Finning Canada
solenis canada,['Solenis Canada ULC'],1,,,,Solenis Canada ULC
geniglace,['Geniglace Inc.'],1,,,,Geniglace Inc.
vancouver pile driving,['Vancouver Pile Driving Ltd.'],1,,,,Vancouver Pile Driving Ltd.
gregg korbin,['Gregg Korbin'],1,,,,Gregg Korbin
prima power systems,['Prima Power Systems'],1,,,,Prima Power Systems
horseshoe star holding,['HORSESHOE STAR HOLDING LTD.'],1,,,,HORSESHOE STAR HOLDING LTD.
various,['Various Inc.'],1,,,,Various Inc.
interlock energy,['Interlock Energy Ltd.'],1,,,,Interlock Energy Ltd.
transwest roofing,['Transwest Roofing'],1,,,,Transwest Roofing
js ferguson construction,['JS FERGUSON CONSTRUCTION INC'],1,,,,JS FERGUSON CONSTRUCTION INC
weatherlogics,['Weatherlogics Inc.'],1,,,,Weatherlogics Inc.
air liquide canada,['Air Liquide Canada'],1,,,,Air Liquide Canada
rina tech canada,['RINA Tech Canada Ltd.'],1,,,,RINA Tech Canada Ltd.
atlas apex,['Atlas Apex'],1,,,,Atlas Apex
brandt tractor,['Brandt Tractor Ltd.'],1,,,,Brandt Tractor Ltd.
surespan construction,['Surespan Construction Ltd.'],1,,,,Surespan Construction Ltd.
chandos construction,['Chandos Construction LP'],1,,,,Chandos Construction LP
t t power group,['T&T Power Group'],1,,,,T&T Power Group
cvl engineers,['CVL Engineers Inc.'],1,,,,CVL Engineers Inc.
urbanics,['Urbanics'],1,,,,Urbanics
egis,['Egis'],1,,,,Egis
walco industries,['Walco Industries Ltd.'],1,,,,Walco Industries Ltd.
fraser river pile dredge,['FRASER RIVER PILE & DREDGE LTD.'],1,,,,FRASER RIVER PILE & DREDGE LTD.
pm partner marketing consulting gmbh,['PM & Partner Marketing Consulting GmbH'],1,,,,PM & Partner Marketing Consulting GmbH
hdr,['HDR Corporation'],1,,,,HDR Corporation
stephen de paul,['Stephen De Paul'],1,,,,Stephen De Paul
jack cewe construction,['JACK CEWE CONSTRUCTION LTD.'],1,,,,JACK CEWE CONSTRUCTION LTD.
venter sub sea diving,['Venter Sub Sea Diving Inc.'],1,,,,Venter Sub Sea Diving Inc.
aqua aerobic systems,['Aqua-Aerobic Systems Inc.'],1,,,,Aqua-Aerobic Systems Inc.
microsoft canada,['Microsoft Canada Inc.'],1,,,,Microsoft Canada Inc.
nanette van doorn,['Nanette Van Doorn'],1,,,,Nanette Van Doorn
douglas p aylsworth,['Douglas P. Aylsworth'],1,,,,Douglas P. Aylsworth
the ame consulting group,['The AME Consulting Group Ltd'],1,,,,The AME Consulting Group Ltd
global rayomac surveying and engineering,['Global Rayomac Surveying and Engineering Ltd.'],1,,,,Global Rayomac Surveying and Engineering Ltd.
qlm technology,['QLM TECHNOLOGY LIMITED'],1,,,,QLM TECHNOLOGY LIMITED
zeal people group,['ZEAL PEOPLE GROUP LTD'],1,,,,ZEAL PEOPLE GROUP LTD
concord excavating,['Concord Excavating Ltd.'],1,,,,Concord Excavating Ltd.
pacific industrial movers,['Pacific Industrial Movers LP'],1,,,,Pacific Industrial Movers LP
imvelo,['Imvelo'],1,,,,Imvelo
esri canada,['ESRI CANADA LIMITED'],1,,,,ESRI CANADA LIMITED
just mechanical,['Just Mechanical Ltd.'],1,,,,Just Mechanical Ltd.
aci argyle communications,['ACI Argyle Communications Inc.'],1,,,,ACI Argyle Communications Inc.
zpro solutions canada,['Zpro Solutions Canada Inc'],1,,,,Zpro Solutions Canada Inc
acta construction,['ACTA Construction Ltd.'],1,,,,ACTA Construction Ltd.
justice institute,['Justice Institute'],1,,,,Justice Institute
acuren,['Acuren'],1,,,,Acuren
justice institute of british columbia,['Justice Institute of British Columbia'],1,,,,Justice Institute of British Columbia
westmar advisors,['Westmar Advisors Inc.'],1,,,,Westmar Advisors Inc.
jwc environmental,['JWC ENVIRONMENTAL INC'],1,,,,JWC ENVIRONMENTAL INC
white star property services,['White Star Property Services LTD.'],1,,,,White Star Property Services LTD.
k2ae engineering consulting,['k2AE Engineering & Consulting Ltd.'],1,,,,k2AE Engineering & Consulting Ltd.
williams engineering canada,['Williams Engineering Canada'],1,,,,Williams Engineering Canada
k4 construction,['k4 construction Ltd'],1,,,,k4 construction Ltd
wilo canada,['Wilo Canada Inc.'],1,,,,Wilo Canada Inc.
kasian architecture interior design,['Kasian Architecture Interior Design'],1,,,,Kasian Architecture Interior Design
winvan paving a division of mainland construction materials,['WINVAN PAVING A DIVISION OF MAINLAND CONSTRUCTION MATERIALS ULC.'],1,,,,WINVAN PAVING A DIVISION OF MAINLAND CONSTRUCTION MATERIALS ULC.
katzie development partnership kdlp,['Katzie Development Limited Partnership (KDLP)'],1,,,,Katzie Development Limited Partnership (KDLP)
workiy,['Workiy Inc'],1,,,,Workiy Inc
1129456 bc,['1129456 BC LTD'],1,,,,1129456 BC LTD
kds construction,['KDS Construction Ltd.'],1,,,,KDS Construction Ltd.
