competition_number,competition_type,competition_description,awarded_date,vendor_name,awarded_amount,is_awarded,source_year,amount_missing,is_awarded_flag,amount_scope,group_award_flag,financial_kpi_eligible,awarded_amount_numeric,competition_type_standardized,vendor_name_clean
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,9D Analytics LLC,,Yes,2025,True,True,group_framework_member,True,False,,RFP,9D Analytics LLC
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Advanteca Consulting Inc,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Advanteca Consulting Inc
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,AMTG Consulting Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,AMTG Consulting Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Amy Tsang Landscape Architect,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Amy Tsang Landscape Architect
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Aqua Libra Consulting Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Aqua Libra Consulting Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,ASHO Services Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,ASHO Services Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ausenco Engineering Canada Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Ausenco Engineering Canada Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Better Projects Incorporated,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Better Projects Incorporated
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,BTY Consultancy Group Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,BTY Consultancy Group Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Carollo Engineers Canada Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Carollo Engineers Canada Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,CDM Smith,"$6,000,000",Yes,2025,False,True,group_framework_anchor,True,True,6000000.0,RFP,CDM Smith
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Charter Project Delivery Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Charter Project Delivery Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Colliers Project Leaders Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Colliers Project Leaders Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Collings Johnston Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Collings Johnston Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Core6 Environmental Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Core6 Environmental Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Danax Projects Ltd,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Danax Projects Ltd
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Deloitte,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Deloitte
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,EIC Solutions Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,EIC Solutions Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ella Advisory Services,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Ella Advisory Services
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Emelko Advisory Services,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Emelko Advisory Services
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,ERM Canada Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,ERM Canada Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ernst & Young LLP,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Ernst & Young LLP
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Excel Advisory Services Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Excel Advisory Services Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,EXP Services Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,EXP Services Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Francl Architecture Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Francl Architecture Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,GEI Consultants,,Yes,2025,True,True,group_framework_member,True,False,,RFP,GEI Consultants
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Gerin Seismic Design Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Gerin Seismic Design Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,GHD Limited,,Yes,2025,True,True,group_framework_member,True,False,,RFP,GHD Limited
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Gregg Korbin,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Gregg Korbin
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,HHI Services Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,HHI Services Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,ISL Engineering & Land Services,,Yes,2025,True,True,group_framework_member,True,False,,RFP,ISL Engineering & Land Services
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Jennifer Davies Consulting Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Jennifer Davies Consulting Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ken Abraham Consulting,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Ken Abraham Consulting
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Kerr Wood Leidal Associates Limited,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Kerr Wood Leidal Associates Limited
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,KPMG LLP,,Yes,2025,True,True,group_framework_member,True,False,,RFP,KPMG LLP
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Lanarc,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Lanarc
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,LARIC Capital,,Yes,2025,True,True,group_framework_member,True,False,,RFP,LARIC Capital
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Lead EPC Consultants Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Lead EPC Consultants Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Legacy Environmental Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Legacy Environmental Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Local Practice Architecture & Design Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Local Practice Architecture & Design Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Lucent Quay Consulting Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Lucent Quay Consulting Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Maven Consulting Limited,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Maven Consulting Limited
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Mott MacDonald Canada,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Mott MacDonald Canada
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,New Energy Marine Organization (NEMO) Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,New Energy Marine Organization (NEMO) Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,One-Eighty Consulting Group Inc,,Yes,2025,True,True,group_framework_member,True,False,,RFP,One-Eighty Consulting Group Inc
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Platypus Creative Group Communications,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Platypus Creative Group Communications
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,PMA Project Controls Canada ULC,,Yes,2025,True,True,group_framework_member,True,False,,RFP,PMA Project Controls Canada ULC
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Potentialize Consulting Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Potentialize Consulting Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,PricewaterhouseCoopers LLP,,Yes,2025,True,True,group_framework_member,True,False,,RFP,PricewaterhouseCoopers LLP
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Project Talent Acquisition Group Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Project Talent Acquisition Group Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,R.F. Binnie & Associates Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,R.F. Binnie & Associates Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,RAM Engineering Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,RAM Engineering Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Reshape Infrastructure Strategies Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Reshape Infrastructure Strategies Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ross W Boulanger (sole proprietor),,Yes,2025,True,True,group_framework_member,True,False,,RFP,Ross W Boulanger (sole proprietor)
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ryan Ziels,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Ryan Ziels
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Sedgwick Strategies Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Sedgwick Strategies Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Southpaw Learning Plan,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Southpaw Learning Plan
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Stratice Consulting Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Stratice Consulting Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Tiree Facility Solutions Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Tiree Facility Solutions Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Tranmotion Services Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Tranmotion Services Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Trilobite Consulting Limited,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Trilobite Consulting Limited
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,W2 Consulting Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,W2 Consulting Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Westmar Advisors Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Westmar Advisors Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Woodplc,,Yes,2025,True,True,group_framework_member,True,False,,RFP,Woodplc
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,WSP Canada Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFP,WSP Canada Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Laura Killam Architecture,,No,2025,True,False,not_awarded,False,False,,RFP,Laura Killam Architecture
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Associated Engineering (B.C.) Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Associated Engineering (B.C.) Ltd.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Causeway Consulting Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Causeway Consulting Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,GM BluePlan Engineering Limited,,No,2025,True,False,not_awarded,False,False,,RFP,GM BluePlan Engineering Limited
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Hudson Optimization Consulting,,No,2025,True,False,not_awarded,False,False,,RFP,Hudson Optimization Consulting
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,ic Infrastructure Corporation,,No,2025,True,False,not_awarded,False,False,,RFP,ic Infrastructure Corporation
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Inexertus Integrated Project Management Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Inexertus Integrated Project Management Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Inform Energy Solutions Corporation,,No,2025,True,False,not_awarded,False,False,,RFP,Inform Energy Solutions Corporation
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Leading EPC Consultants Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Leading EPC Consultants Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,MEMAR Value Strategies Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,MEMAR Value Strategies Inc.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Monica B. Emelko,,No,2025,True,False,not_awarded,False,False,,RFP,Monica B. Emelko
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Neda Roohnia Landscape Design,,No,2025,True,False,not_awarded,False,False,,RFP,Neda Roohnia Landscape Design
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Sanjeev Malushte (Sole Proprietor),,No,2025,True,False,not_awarded,False,False,,RFP,Sanjeev Malushte (Sole Proprietor)
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Skylark Management Corp.,,No,2025,True,False,not_awarded,False,False,,RFP,Skylark Management Corp.
23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,"TerraFauna Wildlife Consulting, Inc",,No,2025,True,False,not_awarded,False,False,,RFP,"TerraFauna Wildlife Consulting, Inc"
23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,Pomerleau Inc.,"$200,000",Yes,2025,False,True,vendor_specific,False,True,200000.0,RFP,Pomerleau Inc.
23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,Maple Reinders Constructors Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Maple Reinders Constructors Ltd.
23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,Graham Infrastructure LP,,No,2025,True,False,not_awarded,False,False,,RFP,Graham Infrastructure LP
23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,Kenaidan Contracting Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Kenaidan Contracting Ltd.
23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,North America Construction (1993) Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,North America Construction (1993) Ltd.
24-169,RFP,"Supply and Delivery of Peracetic Acid Solution, Dosage System, Equipment Maintenance and Technical Services",5-Feb-25,USP Technologies Canada ULC,"$1,300,000",Yes,2025,False,True,vendor_specific,False,True,1300000.0,RFP,USP Technologies Canada ULC
20-034,Co-operative Procurement,Stanley Park Water Supply Tunnel Project,7-Feb-25,AECOM Canada Ltd.,"$188,906",Yes,2025,False,True,vendor_specific,False,True,188906.0,CO-OPERATIVE PROCUREMENT,AECOM Canada Ltd.
20-034,Co-operative Procurement,"BLANKET PO FOR COGEN ENGINE OIL PURCHASES, PETRO-CAN SENTRON LD5000. TERM: JANUARY 2025 TO DECEMBER 31, 2025.",7-Feb-25,Petro Canada Lubrications Inc.,"$150,000",Yes,2025,False,True,vendor_specific,False,True,150000.0,CO-OPERATIVE PROCUREMENT,Petro Canada Lubrications Inc.
20-034,Co-operative Procurement,"BLANKET PO FOR ALL COMPRESSOR OIL PURCHASES, PETRO- CAN SENTRON LD5000. TERM: JANUARY 2025 TO DECEMBER 31, 2025.",7-Feb-25,Petro Canada Lubrications Inc.,"$150,000",Yes,2025,False,True,vendor_specific,False,True,150000.0,CO-OPERATIVE PROCUREMENT,Petro Canada Lubrications Inc.
24-567,SS/NOIC,Maintenance Task Analysis Support,10-Feb-25,MV Reliability Services,"$137,835",Yes,2025,False,True,vendor_specific,False,True,137835.0,SS/NOIC,MV Reliability Services
24-574,SS/NOIC,Archaeological Consulting Services for the Construction Phase of Hudson Street Forcemain Emergency Replacement,10-Feb-25,ISL Engineering and Land Services Ltd.,"$210,955",Yes,2025,False,True,vendor_specific,False,True,210955.0,SS/NOIC,ISL Engineering and Land Services Ltd.
24-132,RFP-MA,Engineering Services - Fugitive Emissions - Lulu Island Wastewater Treatment Plant Fugitive Emissions Monitoring,11-Feb-25,"Jacobs Consultancy Canada, Inc. (Jacobs)","$2,000,000",Yes,2025,False,True,group_framework_anchor,True,True,2000000.0,RFP-MA,"Jacobs Consultancy Canada, Inc. (Jacobs)"
24-132,RFP-MA,Engineering Services - Fugitive Emissions - Lulu Island Wastewater Treatment Plant Fugitive Emissions Monitoring,11-Feb-25,Brown and Caldwell,,Yes,2025,True,True,group_framework_member,True,False,,RFP-MA,Brown and Caldwell
24-132,RFP-MA,Engineering Services - Fugitive Emissions - Lulu Island Wastewater Treatment Plant Fugitive Emissions Monitoring,11-Feb-25,Stantec Consulting Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP-MA,Stantec Consulting Ltd.
25-041,SS/NOIC,Community Liaison Services for Coquitlam Water Main project,12-Feb-25,SitePartners,"$210,840",Yes,2025,False,True,vendor_specific,False,True,210840.0,SS/NOIC,SitePartners
24-534,RFP,Consulting Services for Visitor Use Management Strategy for Regional Parks,13-Feb-25,DJ&A Canada Corp,"$100,000",Yes,2025,False,True,vendor_specific,False,True,100000.0,RFP,DJ&A Canada Corp
24-534,RFP,Consulting Services for Visitor Use Management Strategy for Regional Parks,13-Feb-25,E. Lees & Associates Consulting Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,E. Lees & Associates Consulting Ltd.
24-534,RFP,Consulting Services for Visitor Use Management Strategy for Regional Parks,13-Feb-25,RC Strategies Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,RC Strategies Inc.
24-534,RFP,Consulting Services for Visitor Use Management Strategy for Regional Parks,13-Feb-25,O2 Planning + Design,,No,2025,True,False,not_awarded,False,False,,RFP,O2 Planning + Design
24-193,RFP,Operation and Maintenance of the Metro Vancouver Waste-to- Energy Facility,18-Feb-25,Veolia Water Canada Inc.,"$245,000,000",Yes,2025,False,True,vendor_specific,False,True,245000000.0,RFP,Veolia Water Canada Inc.
24-193,RFP,Operation and Maintenance of the Metro Vancouver Waste-to- Energy Facility,18-Feb-25,NAES Corporation,,No,2025,True,False,not_awarded,False,False,,RFP,NAES Corporation
25-063,RFP,Board Governance Review,20-Feb-25,Deloitte LLP,"$99,000",Yes,2025,False,True,vendor_specific,False,True,99000.0,RFP,Deloitte LLP
25-063,RFP,Board Governance Review,20-Feb-25,BDO Canada LLP,,No,2025,True,False,not_awarded,False,False,,RFP,BDO Canada LLP
25-063,RFP,Board Governance Review,20-Feb-25,Southern Butler Price LLP,,No,2025,True,False,not_awarded,False,False,,RFP,Southern Butler Price LLP
25-063,RFP,Board Governance Review,20-Feb-25,Strategy Corp,,No,2025,True,False,not_awarded,False,False,,RFP,Strategy Corp
25-063,RFP,Board Governance Review,20-Feb-25,Watson Board Advisors,,No,2025,True,False,not_awarded,False,False,,RFP,Watson Board Advisors
24-532,RFP,Lions Gate Receiving Environment Monitoring Program,21-Feb-25,Hatfield Consultants LLP,"$1,300,000",Yes,2025,False,True,vendor_specific,False,True,1300000.0,RFP,Hatfield Consultants LLP
24-532,RFP,Lions Gate Receiving Environment Monitoring Program,21-Feb-25,LGL Limited,,No,2025,True,False,not_awarded,False,False,,RFP,LGL Limited
25-024,RFP,"Planning Services, Rental Housing Blueprint - Phase Two",21-Feb-25,SvN Architects + Planners Inc.,"$255,000",Yes,2025,False,True,vendor_specific,False,True,255000.0,RFP,SvN Architects + Planners Inc.
24-533,RFP,Iona Deep Sea Outfall Environment Monitoring Program,25-Feb-25,Hatfield Consultants LLP,"$1,100,000",Yes,2025,False,True,vendor_specific,False,True,1100000.0,RFP,Hatfield Consultants LLP
24-533,RFP,Iona Deep Sea Outfall Environment Monitoring Program,25-Feb-25,LGL Limited,,No,2025,True,False,not_awarded,False,False,,RFP,LGL Limited
24-148,ITT,Construction of Annacis Main No.5 South – Contract 4A From River Road and Millar Road to 117B Street and 96th Avenue,26-Feb-25,B&B Heavy Civil Construction Ltd.,"$75,000",Yes,2025,False,True,vendor_specific,False,True,75000.0,ITT,B&B Heavy Civil Construction Ltd.
25-031,RFQ,ANM5N - Utility test hole digs for New Westminster section,26-Feb-25,BELPACIFIC EXCAVATING & SHORING,"$122,197",Yes,2025,False,True,vendor_specific,False,True,122197.0,RFQ,BELPACIFIC EXCAVATING & SHORING
25-031,RFQ,ANM5N - Utility test hole digs for New Westminster section,26-Feb-25,Southwest Contracting,,No,2025,True,False,not_awarded,False,False,,RFQ,Southwest Contracting
25-031,RFQ,ANM5N - Utility test hole digs for New Westminster section,26-Feb-25,Quattro Constructors,,No,2025,True,False,not_awarded,False,False,,RFQ,Quattro Constructors
25-032,RFQ,ANM5N - Utility test hole digs for Burnaby section,26-Feb-25,BELPACIFIC EXCAVATING & SHORING,"$105,997",Yes,2025,False,True,vendor_specific,False,True,105997.0,RFQ,BELPACIFIC EXCAVATING & SHORING
25-032,RFQ,ANM5N - Utility test hole digs for Burnaby section,26-Feb-25,Southwest Contracting,,No,2025,True,False,not_awarded,False,False,,RFQ,Southwest Contracting
25-032,RFQ,ANM5N - Utility test hole digs for Burnaby section,26-Feb-25,Quattro Constructors,,No,2025,True,False,not_awarded,False,False,,RFQ,Quattro Constructors
25-073,RFP,Structural Engineering Services for Campbell Valley Regional Park,26-Feb-25,ISL Engineering and Land Services Ltd.,"$115,000",Yes,2025,False,True,vendor_specific,False,True,115000.0,RFP,ISL Engineering and Land Services Ltd.
25-073,RFP,Structural Engineering Services for Campbell Valley Regional Park,26-Feb-25,Parsons Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Parsons Inc.
25-073,RFP,Structural Engineering Services for Campbell Valley Regional Park,26-Feb-25,Binnie/Entuitive,,No,2025,True,False,not_awarded,False,False,,RFP,Binnie/Entuitive
24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,27-Feb-25,RIC Power Corporation,"$7,309,624",Yes,2025,False,True,vendor_specific,False,True,7309624.0,RFP,RIC Power Corporation
24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,27-Feb-25,Uptime Industrial,,No,2025,True,False,not_awarded,False,False,,RFP,Uptime Industrial
24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,27-Feb-25,Vanguard Power Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Vanguard Power Ltd.
24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,27-Feb-25,Arbutus West Agency Ltd,,No,2025,True,False,not_awarded,False,False,,RFP,Arbutus West Agency Ltd
24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,27-Feb-25,Finning Canada,,No,2025,True,False,not_awarded,False,False,,RFP,Finning Canada
24-097,RFP,Supply and Delivery of E-House for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,27-Feb-25,Tundra Process Solutions Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Tundra Process Solutions Ltd.
25-040,SS/NOIC,Engagement Support Coquitlam Lake Water Supply Project,28-Feb-25,Lucent Quay Consulting Inc.,"$905,550",Yes,2025,False,True,vendor_specific,False,True,905550.0,SS/NOIC,Lucent Quay Consulting Inc.
24-069,RFP-MA,Geotechnical and Environmental Engineering Services,3-Mar-25,AtkinsRéalis Canada Inc.,"$6,000,000",Yes,2025,False,True,group_framework_anchor,True,True,6000000.0,RFP-MA,AtkinsRéalis Canada Inc.
24-069,RFP-MA,Geotechnical and Environmental Engineering Services,3-Mar-25,Ecora Engineering & Environmental Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP-MA,Ecora Engineering & Environmental Ltd.
24-069,RFP-MA,Geotechnical and Environmental Engineering Services,3-Mar-25,GHD Limited,,Yes,2025,True,True,group_framework_member,True,False,,RFP-MA,GHD Limited
24-069,RFP-MA,Geotechnical and Environmental Engineering Services,3-Mar-25,Hatch Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP-MA,Hatch Ltd.
24-069,RFP-MA,Geotechnical and Environmental Engineering Services,3-Mar-25,RAM Engineering Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP-MA,RAM Engineering Ltd.
24-069,RFP-MA,Geotechnical and Environmental Engineering Services,3-Mar-25,Stantec Consulting Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFP-MA,Stantec Consulting Ltd.
24-315,RFP,"Water Services and Liquid Waste Services Facility Criticality & Risk Framework, Phase 2",4-Mar-25,GEI Consultants,"$113,240",Yes,2025,False,True,vendor_specific,False,True,113240.0,RFP,GEI Consultants
24-548,SS/NOIC,Control Systems Upgrade at the Coquitlam Water Treatment Plant,6-Mar-25,Spartan Controls Ltd.,"$138,525",Yes,2025,False,True,vendor_specific,False,True,138525.0,SS/NOIC,Spartan Controls Ltd.
24-315,RFP,"Water Services and Liquid Waste Services Facility Criticality & Risk Framework, Phase 2",4-Mar-25,GHD Limited,,No,2025,True,False,not_awarded,False,False,,RFP,GHD Limited
24-073,RFP,Supply and Delivery of Motor Control Centre Lineup and BC Hydro Metering Section,5-Mar-25,Wesco Distribution Canada INC.,"$397,100",Yes,2025,False,True,vendor_specific,False,True,397100.0,RFP,Wesco Distribution Canada INC.
24-073,RFP,Supply and Delivery of Motor Control Centre Lineup and BC Hydro Metering Section,5-Mar-25,Softac Systems Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Softac Systems Ltd.
24-250,ITQ,"Archaeological Services - Derby Reach Regional Park Operations, Maintenance and Development Projects",10-Mar-25,Seyem' Qwantlen Resources LP,"$235,000",Yes,2025,False,True,vendor_specific,False,True,235000.0,ITQ,Seyem' Qwantlen Resources LP
24-391,RFP,Columbia Forcemain Cured in Place Rehabilitation,12-Mar-25,Michels Canada Inc.,"$14,304,212",Yes,2025,False,True,vendor_specific,False,True,14304212.0,RFP,Michels Canada Inc.
24-391,RFP,Columbia Forcemain Cured in Place Rehabilitation,12-Mar-25,PW Trenchless Construction Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,PW Trenchless Construction Inc.
25-011,SS/NOIC,Waste-to-Energy Facility Engineering Support,14-Mar-25,MDNeild Consulting Services,"$120,900",Yes,2025,False,True,vendor_specific,False,True,120900.0,SS/NOIC,MDNeild Consulting Services
24-015,RFP,Conceptual Design of the Lulu-Delta Water Supply Tunnel – Fraser River Crossing,17-Mar-25,Associated Engineering (B.C.) Ltd,"$2,239,458",Yes,2025,False,True,vendor_specific,False,True,2239458.0,RFP,Associated Engineering (B.C.) Ltd
